,buy_price,buy_size,time,sell_price,sell_size,mid_price,spread
77,8001.0,139.0,7700,8004.0,216.0,8002.5,3.0
78,8001.0,179.0,7800,8004.0,179.0,8002.5,3.0
79,8001.0,146.0,7900,8004.0,146.0,8002.5,3.0
80,8002.0,213.0,8000,8005.0,213.0,8003.5,3.0
81,8001.0,146.0,8100,8004.0,216.0,8002.5,3.0
82,8001.0,206.0,8200,8004.0,206.0,8002.5,3.0
83,8002.0,150.0,8300,8005.0,150.0,8003.5,3.0
84,8003.0,192.0,8400,8006.0,119.0,8004.5,3.0
85,8003.0,176.0,8500,8006.0,113.0,8004.5,3.0
86,8003.0,154.0,8600,8006.0,154.0,8004.5,3.0
87,8003.0,177.0,8700,8006.0,177.0,8004.5,3.0
88,8003.0,183.0,8800,8006.0,112.0,8004.5,3.0
89,8003.0,173.0,8900,8006.0,133.0,8004.5,3.0
90,8000.0,118.0,9000,8003.0,178.0,8001.5,3.0
91,8001.0,165.0,9100,8004.0,122.0,8002.5,3.0
92,8001.0,190.0,9200,8004.0,190.0,8002.5,3.0
93,8002.0,151.0,9300,8005.0,151.0,8003.5,3.0
94,8001.0,136.0,9400,8004.0,207.0,8002.5,3.0
95,8003.0,222.0,9500,8006.0,222.0,8004.5,3.0
96,8004.0,185.0,9600,8007.0,185.0,8005.5,3.0
97,8003.0,206.0,9700,8006.0,206.0,8004.5,3.0
98,8003.0,218.0,9800,8006.0,218.0,8004.5,3.0
99,8003.0,148.0,9900,8006.0,148.0,8004.5,3.0
100,8002.0,197.0,10000,8005.0,197.0,8003.5,3.0
101,8003.0,206.0,10100,8006.0,206.0,8004.5,3.0
102,8004.0,189.0,10200,8007.0,189.0,8005.5,3.0
103,8003.0,133.0,10300,8006.0,195.0,8004.5,3.0
104,8003.0,197.0,10400,8006.0,197.0,8004.5,3.0
105,8004.0,178.0,10500,8007.0,103.0,8005.5,3.0
106,8003.0,121.0,10600,8006.0,169.0,8004.5,3.0
107,8004.0,160.0,10700,8007.0,160.0,8005.5,3.0
108,8004.0,104.0,10800,8007.0,174.0,8005.5,3.0
109,8005.0,192.0,10900,8008.0,120.0,8006.5,3.0
110,8003.0,143.0,11000,8006.0,221.0,8004.5,3.0
111,8004.0,131.0,11100,8007.0,202.0,8005.5,3.0
112,8003.0,205.0,11200,8006.0,128.0,8004.5,3.0
113,8003.0,187.0,11300,8006.0,107.0,8004.5,3.0
114,8003.0,132.0,11400,8006.0,196.0,8004.5,3.0
115,8004.0,189.0,11500,8007.0,149.0,8005.5,3.0
116,8003.0,195.0,11600,8006.0,195.0,8004.5,3.0
117,8003.0,184.0,11700,8006.0,120.0,8004.5,3.0
118,8002.0,170.0,11800,8005.0,124.0,8003.5,3.0
119,8003.0,189.0,11900,8006.0,142.0,8004.5,3.0
120,8003.0,198.0,12000,8006.0,198.0,8004.5,3.0
121,8002.0,146.0,12100,8005.0,146.0,8003.5,3.0
122,8004.0,187.0,12200,8007.0,115.0,8005.5,3.0
123,8003.0,156.0,12300,8006.0,156.0,8004.5,3.0
124,8003.0,116.0,12400,8006.0,195.0,8004.5,3.0
125,8002.0,185.0,12500,8005.0,185.0,8003.5,3.0
126,8002.0,187.0,12600,8005.0,187.0,8003.5,3.0
127,8002.0,126.0,12700,8005.0,196.0,8003.5,3.0
128,8002.0,133.0,12800,8005.0,197.0,8003.5,3.0
129,8002.0,175.0,12900,8005.0,175.0,8003.5,3.0
130,8003.0,180.0,13000,8006.0,117.0,8004.5,3.0
131,8002.0,199.0,13100,8005.0,199.0,8003.5,3.0
132,8003.0,157.0,13200,8006.0,157.0,8004.5,3.0
133,8003.0,149.0,13300,8006.0,149.0,8004.5,3.0
134,8003.0,173.0,13400,8006.0,173.0,8004.5,3.0
135,8003.0,153.0,13500,8006.0,153.0,8004.5,3.0
136,8003.0,100.0,13600,8006.0,169.0,8004.5,3.0
137,8005.0,219.0,13700,8008.0,219.0,8006.5,3.0
138,8005.0,183.0,13800,8008.0,183.0,8006.5,3.0
139,8004.0,193.0,13900,8007.0,193.0,8005.5,3.0
140,8004.0,175.0,14000,8007.0,175.0,8005.5,3.0
141,8003.0,133.0,14100,8006.0,186.0,8004.5,3.0
142,8003.0,181.0,14200,8006.0,181.0,8004.5,3.0
143,8003.0,185.0,14300,8006.0,137.0,8004.5,3.0
144,8003.0,177.0,14400,8006.0,108.0,8004.5,3.0
145,8004.0,206.0,14500,8007.0,133.0,8005.5,3.0
146,8004.0,208.0,14600,8007.0,208.0,8005.5,3.0
147,8003.0,114.0,14700,8006.0,179.0,8004.5,3.0
148,8003.0,178.0,14800,8006.0,135.0,8004.5,3.0
149,8002.0,189.0,14900,8005.0,189.0,8003.5,3.0
150,8002.0,193.0,15000,8005.0,113.0,8003.5,3.0
151,8002.0,176.0,15100,8005.0,176.0,8003.5,3.0
152,8002.0,175.0,15200,8005.0,175.0,8003.5,3.0
153,8002.0,150.0,15300,8005.0,191.0,8003.5,3.0
154,8001.0,213.0,15400,8004.0,213.0,8002.5,3.0
155,8001.0,128.0,15500,8004.0,185.0,8002.5,3.0
156,8002.0,161.0,15600,8005.0,174.0,8003.5,3.0
157,8000.0,196.0,15700,8003.0,196.0,8001.5,3.0
158,8001.0,215.0,15800,8004.0,215.0,8002.5,3.0
159,8001.0,177.0,15900,8004.0,177.0,8002.5,3.0
160,8000.0,187.0,16000,8003.0,187.0,8001.5,3.0
161,8000.0,191.0,16100,8003.0,191.0,8001.5,3.0
162,7999.0,185.0,16200,8002.0,185.0,8000.5,3.0
163,7999.0,213.0,16300,8002.0,213.0,8000.5,3.0
164,7999.0,169.0,16400,8002.0,169.0,8000.5,3.0
165,8000.0,166.0,16500,8003.0,166.0,8001.5,3.0
166,8001.0,197.0,16600,8004.0,197.0,8002.5,3.0
167,8001.0,191.0,16700,8004.0,191.0,8002.5,3.0
168,7999.0,191.0,16800,8002.0,191.0,8000.5,3.0
169,7998.0,103.0,16900,8001.0,172.0,7999.5,3.0
170,7999.0,185.0,17000,8002.0,128.0,8000.5,3.0
171,7999.0,191.0,17100,8002.0,191.0,8000.5,3.0
172,7999.0,116.0,17200,8002.0,184.0,8000.5,3.0
173,7998.0,136.0,17300,8001.0,192.0,7999.5,3.0
174,7998.0,167.0,17400,8001.0,167.0,7999.5,3.0
175,7997.0,177.0,17500,8000.0,177.0,7998.5,3.0
176,7997.0,188.0,17600,8000.0,188.0,7998.5,3.0
177,7996.0,188.0,17700,7999.0,137.0,7997.5,3.0
178,7996.0,173.0,17800,7999.0,108.0,7997.5,3.0
179,7996.0,184.0,17900,7999.0,184.0,7997.5,3.0
180,7995.0,180.0,18000,7998.0,180.0,7996.5,3.0
181,7996.0,188.0,18100,7999.0,210.0,7997.5,3.0
182,7994.0,184.0,18200,7997.0,184.0,7995.5,3.0
183,7995.0,158.0,18300,7998.0,113.0,7996.5,3.0
184,7994.0,191.0,18400,7997.0,114.0,7995.5,3.0
185,7993.0,145.0,18500,7996.0,222.0,7994.5,3.0
186,7994.0,141.0,18600,7997.0,100.0,7995.5,3.0
187,7994.0,165.0,18700,7997.0,165.0,7995.5,3.0
188,7993.0,173.0,18800,7996.0,132.0,7994.5,3.0
189,7993.0,205.0,18900,7996.0,205.0,7994.5,3.0
190,7991.0,135.0,19000,7994.0,215.0,7992.5,3.0
191,7991.0,141.0,19100,7994.0,188.0,7992.5,3.0
192,7991.0,225.0,19200,7994.0,225.0,7992.5,3.0
193,7991.0,111.0,19300,7994.0,162.0,7992.5,3.0
194,7991.0,185.0,19400,7994.0,116.0,7992.5,3.0
195,7990.0,190.0,19500,7993.0,190.0,7991.5,3.0
196,7989.0,152.0,19600,7992.0,152.0,7990.5,3.0
197,7989.0,186.0,19700,7992.0,186.0,7990.5,3.0
198,7990.0,172.0,19800,7993.0,172.0,7991.5,3.0
199,7990.0,201.0,19900,7993.0,201.0,7991.5,3.0
200,7990.0,159.0,20000,7993.0,159.0,7991.5,3.0
201,7991.0,179.0,20100,7994.0,179.0,7992.5,3.0
202,7991.0,150.0,20200,7994.0,193.0,7992.5,3.0
203,7992.0,111.0,20300,7995.0,168.0,7993.5,3.0
204,7993.0,158.0,20400,7996.0,113.0,7994.5,3.0
205,7992.0,139.0,20500,7995.0,180.0,7993.5,3.0
206,7993.0,173.0,20600,7996.0,173.0,7994.5,3.0
207,7994.0,218.0,20700,7997.0,147.0,7995.5,3.0
208,7993.0,112.0,20800,7996.0,171.0,7994.5,3.0
209,7994.0,152.0,20900,7997.0,152.0,7995.5,3.0
210,7993.0,162.0,21000,7996.0,162.0,7994.5,3.0
211,7994.0,166.0,21100,7997.0,166.0,7995.5,3.0
212,7993.0,103.0,21200,7996.0,143.0,7994.5,3.0
213,7992.0,192.0,21300,7995.0,192.0,7993.5,3.0
214,7992.0,129.0,21400,7995.0,199.0,7993.5,3.0
215,7991.0,129.0,21500,7994.0,196.0,7992.5,3.0
216,7992.0,117.0,21600,7995.0,191.0,7993.5,3.0
217,7992.0,180.0,21700,7995.0,180.0,7993.5,3.0
218,7991.0,224.0,21800,7994.0,224.0,7992.5,3.0
219,7990.0,182.0,21900,7993.0,182.0,7991.5,3.0
220,7991.0,185.0,22000,7994.0,106.0,7992.5,3.0
221,7990.0,198.0,22100,7993.0,198.0,7991.5,3.0
222,7991.0,205.0,22200,7994.0,136.0,7992.5,3.0
223,7990.0,153.0,22300,7993.0,153.0,7991.5,3.0
224,7990.0,115.0,22400,7993.0,159.0,7991.5,3.0
225,7991.0,183.0,22500,7994.0,112.0,7992.5,3.0
226,7991.0,169.0,22600,7994.0,128.0,7992.5,3.0
227,7994.0,117.0,22700,7996.0,188.0,7995.0,2.0
228,7992.0,195.0,22800,7995.0,195.0,7993.5,3.0
229,7993.0,179.0,22900,7996.0,179.0,7994.5,3.0
230,7992.0,182.0,23000,7995.0,117.0,7993.5,3.0
231,7991.0,164.0,23100,7994.0,164.0,7992.5,3.0
232,7990.0,142.0,23200,7993.0,191.0,7991.5,3.0
233,7990.0,157.0,23300,7993.0,157.0,7991.5,3.0
234,7990.0,191.0,23400,7993.0,191.0,7991.5,3.0
235,7989.0,168.0,23500,7992.0,168.0,7990.5,3.0
236,7989.0,136.0,23600,7992.0,192.0,7990.5,3.0
237,7989.0,199.0,23700,7992.0,119.0,7990.5,3.0
238,7989.0,180.0,23800,7992.0,180.0,7990.5,3.0
239,7989.0,199.0,23900,7992.0,199.0,7990.5,3.0
240,7989.0,210.0,24000,7992.0,148.0,7990.5,3.0
241,7989.0,172.0,24100,7992.0,100.0,7990.5,3.0
242,7988.0,140.0,24200,7991.0,194.0,7989.5,3.0
243,7989.0,178.0,24300,7992.0,178.0,7990.5,3.0
244,7992.0,180.0,24400,7995.0,123.0,7993.5,3.0
245,7992.0,188.0,24500,7995.0,138.0,7993.5,3.0
246,7991.0,189.0,24600,7994.0,189.0,7992.5,3.0
247,7991.0,200.0,24700,7994.0,200.0,7992.5,3.0
248,7991.0,115.0,24800,7994.0,164.0,7992.5,3.0
249,7991.0,165.0,24900,7994.0,165.0,7992.5,3.0
250,7993.0,214.0,25000,7996.0,214.0,7994.5,3.0
251,7992.0,181.0,25100,7995.0,181.0,7993.5,3.0
252,7993.0,197.0,25200,7996.0,126.0,7994.5,3.0
253,7992.0,184.0,25300,7995.0,106.0,7993.5,3.0
254,7992.0,189.0,25400,7995.0,189.0,7993.5,3.0
255,7993.0,137.0,25500,7996.0,177.0,7994.5,3.0
256,7993.0,159.0,25600,7996.0,159.0,7994.5,3.0
257,7993.0,202.0,25700,7996.0,202.0,7994.5,3.0
258,7993.0,164.0,25800,7996.0,164.0,7994.5,3.0
259,7994.0,158.0,25900,7997.0,158.0,7995.5,3.0
260,7995.0,181.0,26000,7998.0,132.0,7996.5,3.0
261,7995.0,200.0,26100,7998.0,120.0,7996.5,3.0
262,7994.0,140.0,26200,7997.0,201.0,7995.5,3.0
263,7995.0,205.0,26300,7998.0,205.0,7996.5,3.0
264,7995.0,161.0,26400,7998.0,108.0,7996.5,3.0
265,7995.0,176.0,26500,7998.0,176.0,7996.5,3.0
266,7994.0,195.0,26600,7997.0,145.0,7995.5,3.0
267,7993.0,109.0,26700,7996.0,174.0,7994.5,3.0
268,7994.0,189.0,26800,7997.0,189.0,7995.5,3.0
269,7993.0,170.0,26900,7996.0,170.0,7994.5,3.0
270,7994.0,217.0,27000,7997.0,137.0,7995.5,3.0
271,7993.0,154.0,27100,7996.0,154.0,7994.5,3.0
272,7992.0,230.0,27200,7995.0,230.0,7993.5,3.0
273,7992.0,173.0,27300,7995.0,109.0,7993.5,3.0
274,7992.0,151.0,27400,7995.0,151.0,7993.5,3.0
275,7992.0,176.0,27500,7995.0,176.0,7993.5,3.0
276,7993.0,196.0,27600,7996.0,196.0,7994.5,3.0
277,7991.0,149.0,27700,7994.0,149.0,7992.5,3.0
278,7990.0,124.0,27800,7993.0,182.0,7991.5,3.0
279,7992.0,191.0,27900,7995.0,126.0,7993.5,3.0
280,7991.0,187.0,28000,7994.0,187.0,7992.5,3.0
281,7992.0,178.0,28100,7995.0,178.0,7993.5,3.0
282,7992.0,219.0,28200,7995.0,219.0,7993.5,3.0
283,7994.0,180.0,28300,7997.0,180.0,7995.5,3.0
284,7992.0,113.0,28400,7995.0,172.0,7993.5,3.0
285,7994.0,210.0,28500,7997.0,149.0,7995.5,3.0
286,7995.0,179.0,28600,7998.0,179.0,7996.5,3.0
287,7996.0,217.0,28700,7999.0,217.0,7997.5,3.0
288,7995.0,184.0,28800,7998.0,133.0,7996.5,3.0
289,7996.0,156.0,28900,7999.0,113.0,7997.5,3.0
290,7994.0,221.0,29000,7997.0,141.0,7995.5,3.0
291,7994.0,167.0,29100,7997.0,167.0,7995.5,3.0
292,7995.0,196.0,29200,7998.0,196.0,7996.5,3.0
293,7996.0,185.0,29300,7999.0,185.0,7997.5,3.0
294,7996.0,166.0,29400,7999.0,166.0,7997.5,3.0
295,7997.0,208.0,29500,8000.0,208.0,7998.5,3.0
296,7997.0,129.0,29600,8000.0,189.0,7998.5,3.0
297,7996.0,187.0,29700,7999.0,187.0,7997.5,3.0
298,7995.0,167.0,29800,7998.0,125.0,7996.5,3.0
299,7995.0,189.0,29900,7998.0,189.0,7996.5,3.0
300,7995.0,163.0,30000,7998.0,119.0,7996.5,3.0
301,7994.0,103.0,30100,7997.0,182.0,7995.5,3.0
302,7994.0,192.0,30200,7997.0,192.0,7995.5,3.0
303,7995.0,184.0,30300,7998.0,107.0,7996.5,3.0
304,7994.0,137.0,30400,7997.0,182.0,7995.5,3.0
305,7994.0,192.0,30500,7997.0,129.0,7995.5,3.0
306,7994.0,194.0,30600,7997.0,194.0,7995.5,3.0
307,7994.0,190.0,30700,7997.0,190.0,7995.5,3.0
308,7993.0,105.0,30800,7996.0,180.0,7994.5,3.0
309,7994.0,192.0,30900,7997.0,139.0,7995.5,3.0
310,7993.0,184.0,31000,7996.0,184.0,7994.5,3.0
311,7993.0,181.0,31100,7996.0,181.0,7994.5,3.0
312,7993.0,143.0,31200,7996.0,183.0,7994.5,3.0
313,7994.0,196.0,31300,7997.0,130.0,7995.5,3.0
314,7994.0,190.0,31400,7997.0,143.0,7995.5,3.0
315,7994.0,186.0,31500,7997.0,106.0,7995.5,3.0
316,7994.0,204.0,31600,7997.0,204.0,7995.5,3.0
317,7995.0,133.0,31700,7998.0,188.0,7996.5,3.0
318,7996.0,124.0,31800,7999.0,175.0,7997.5,3.0
319,7996.0,156.0,31900,7999.0,156.0,7997.5,3.0
320,7996.0,193.0,32000,7999.0,193.0,7997.5,3.0
321,7994.0,152.0,32100,7997.0,152.0,7995.5,3.0
322,7993.0,112.0,32200,7996.0,171.0,7994.5,3.0
323,7993.0,200.0,32300,7996.0,200.0,7994.5,3.0
324,7994.0,184.0,32400,7997.0,114.0,7995.5,3.0
325,7994.0,217.0,32500,7997.0,217.0,7995.5,3.0
326,7995.0,160.0,32600,7998.0,160.0,7996.5,3.0
327,7995.0,172.0,32700,7998.0,172.0,7996.5,3.0
328,7995.0,106.0,32800,7998.0,149.0,7996.5,3.0
329,7994.0,223.0,32900,7997.0,223.0,7995.5,3.0
330,7994.0,177.0,33000,7997.0,177.0,7995.5,3.0
331,7994.0,165.0,33100,7997.0,109.0,7995.5,3.0
332,7994.0,142.0,33200,7997.0,142.0,7995.5,3.0
333,7993.0,197.0,33300,7996.0,197.0,7994.5,3.0
334,7992.0,203.0,33400,7995.0,203.0,7993.5,3.0
335,7991.0,184.0,33500,7994.0,184.0,7992.5,3.0
336,7991.0,202.0,33600,7994.0,202.0,7992.5,3.0
337,7991.0,181.0,33700,7994.0,105.0,7992.5,3.0
338,7991.0,172.0,33800,7994.0,172.0,7992.5,3.0
339,7993.0,211.0,33900,7996.0,211.0,7994.5,3.0
340,7993.0,178.0,34000,7996.0,121.0,7994.5,3.0
341,7992.0,181.0,34100,7995.0,120.0,7993.5,3.0
342,7992.0,216.0,34200,7995.0,136.0,7993.5,3.0
343,7992.0,194.0,34300,7995.0,194.0,7993.5,3.0
344,7994.0,196.0,34400,7997.0,196.0,7995.5,3.0
345,7993.0,212.0,34500,7996.0,212.0,7994.5,3.0
346,7995.0,180.0,34600,7998.0,180.0,7996.5,3.0
347,7995.0,155.0,34700,7998.0,155.0,7996.5,3.0
348,7995.0,197.0,34800,7998.0,197.0,7996.5,3.0
349,7995.0,199.0,34900,7998.0,199.0,7996.5,3.0
350,7995.0,162.0,35000,7998.0,162.0,7996.5,3.0
351,7995.0,205.0,35100,7998.0,205.0,7996.5,3.0
352,7994.0,165.0,35200,7997.0,165.0,7995.5,3.0
353,7994.0,192.0,35300,7997.0,120.0,7995.5,3.0
354,7992.0,192.0,35400,7995.0,192.0,7993.5,3.0
355,7992.0,182.0,35500,7995.0,182.0,7993.5,3.0
356,7992.0,170.0,35600,7995.0,106.0,7993.5,3.0
357,7992.0,211.0,35700,7995.0,211.0,7993.5,3.0
358,7992.0,165.0,35800,7995.0,165.0,7993.5,3.0
359,7991.0,191.0,35900,7994.0,191.0,7992.5,3.0
360,7991.0,143.0,36000,7994.0,102.0,7992.5,3.0
361,7990.0,118.0,36100,7993.0,161.0,7991.5,3.0
362,7990.0,191.0,36200,7993.0,191.0,7991.5,3.0
363,7991.0,193.0,36300,7994.0,193.0,7992.5,3.0
364,7990.0,203.0,36400,7993.0,203.0,7991.5,3.0
365,7989.0,147.0,36500,7992.0,227.0,7990.5,3.0
366,7989.0,102.0,36600,7992.0,161.0,7990.5,3.0
367,7988.0,104.0,36700,7991.0,159.0,7989.5,3.0
368,7988.0,116.0,36800,7991.0,158.0,7989.5,3.0
369,7988.0,200.0,36900,7991.0,200.0,7989.5,3.0
370,7988.0,192.0,37000,7991.0,192.0,7989.5,3.0
371,7988.0,214.0,37100,7991.0,214.0,7989.5,3.0
372,7988.0,184.0,37200,7991.0,184.0,7989.5,3.0
373,7988.0,172.0,37300,7991.0,172.0,7989.5,3.0
374,7988.0,189.0,37400,7991.0,189.0,7989.5,3.0
375,7987.0,116.0,37500,7990.0,187.0,7988.5,3.0
376,7987.0,157.0,37600,7990.0,101.0,7988.5,3.0
377,7987.0,142.0,37700,7990.0,142.0,7988.5,3.0
378,7988.0,180.0,37800,7991.0,106.0,7989.5,3.0
379,7987.0,141.0,37900,7990.0,141.0,7988.5,3.0
380,7986.0,140.0,38000,7989.0,217.0,7987.5,3.0
381,7986.0,197.0,38100,7989.0,120.0,7987.5,3.0
382,7986.0,146.0,38200,7989.0,106.0,7987.5,3.0
383,7985.0,202.0,38300,7988.0,202.0,7986.5,3.0
384,7985.0,155.0,38400,7988.0,155.0,7986.5,3.0
385,7985.0,177.0,38500,7988.0,137.0,7986.5,3.0
386,7985.0,136.0,38600,7988.0,199.0,7986.5,3.0
387,7986.0,215.0,38700,7989.0,215.0,7987.5,3.0
388,7985.0,113.0,38800,7988.0,179.0,7986.5,3.0
389,7986.0,162.0,38900,7989.0,113.0,7987.5,3.0
390,7986.0,139.0,39000,7989.0,213.0,7987.5,3.0
391,7987.0,121.0,39100,7990.0,166.0,7988.5,3.0
392,7989.0,217.0,39200,7992.0,139.0,7990.5,3.0
393,7988.0,179.0,39300,7991.0,179.0,7989.5,3.0
394,7988.0,118.0,39400,7991.0,169.0,7989.5,3.0
395,7988.0,124.0,39500,7991.0,181.0,7989.5,3.0
396,7990.0,156.0,39600,7993.0,156.0,7991.5,3.0
397,7991.0,217.0,39700,7994.0,217.0,7992.5,3.0
398,7990.0,150.0,39800,7993.0,197.0,7991.5,3.0
399,7990.0,199.0,39900,7993.0,199.0,7991.5,3.0
400,7990.0,162.0,40000,7993.0,162.0,7991.5,3.0
401,7989.0,171.0,40100,7992.0,171.0,7990.5,3.0
402,7989.0,197.0,40200,7992.0,197.0,7990.5,3.0
403,7988.0,203.0,40300,7991.0,203.0,7989.5,3.0
404,7987.0,181.0,40400,7990.0,181.0,7988.5,3.0
405,7987.0,190.0,40500,7990.0,118.0,7988.5,3.0
406,7986.0,164.0,40600,7989.0,164.0,7987.5,3.0
407,7984.0,169.0,40700,7987.0,169.0,7985.5,3.0
408,7983.0,191.0,40800,7986.0,191.0,7984.5,3.0
409,7983.0,169.0,40900,7986.0,169.0,7984.5,3.0
410,7982.0,183.0,41000,7985.0,183.0,7983.5,3.0
411,7983.0,193.0,41100,7986.0,193.0,7984.5,3.0
412,7984.0,166.0,41200,7987.0,166.0,7985.5,3.0
413,7983.0,202.0,41300,7986.0,202.0,7984.5,3.0
414,7984.0,230.0,41400,7987.0,150.0,7985.5,3.0
415,7984.0,174.0,41500,7987.0,112.0,7985.5,3.0
416,7982.0,176.0,41600,7985.0,176.0,7983.5,3.0
417,7981.0,113.0,41700,7984.0,192.0,7982.5,3.0
418,7982.0,216.0,41800,7985.0,216.0,7983.5,3.0
419,7982.0,216.0,41900,7985.0,216.0,7983.5,3.0
420,7982.0,159.0,42000,7985.0,159.0,7983.5,3.0
421,7982.0,135.0,42100,7985.0,199.0,7983.5,3.0
422,7983.0,190.0,42200,7986.0,190.0,7984.5,3.0
423,7983.0,102.0,42300,7986.0,145.0,7984.5,3.0
424,7983.0,213.0,42400,7986.0,145.0,7984.5,3.0
425,7982.0,129.0,42500,7985.0,196.0,7983.5,3.0
426,7982.0,182.0,42600,7985.0,182.0,7983.5,3.0
427,7981.0,142.0,42700,7984.0,201.0,7982.5,3.0
428,7980.0,202.0,42800,7983.0,202.0,7981.5,3.0
429,7979.0,100.0,42900,7982.0,140.0,7980.5,3.0
430,7979.0,201.0,43000,7982.0,201.0,7980.5,3.0
431,7977.0,186.0,43100,7980.0,186.0,7978.5,3.0
432,7979.0,217.0,43200,7982.0,147.0,7980.5,3.0
433,7979.0,180.0,43300,7982.0,180.0,7980.5,3.0
434,7980.0,173.0,43400,7983.0,173.0,7981.5,3.0
