,time,mid_diff,mid_ratio,ratio_ma,ratio_diff,pina_pred,pina_error
43,4300,7011.0,1.8766489527977492,1.876358327630879,0.00029062516687017315,14999.053058682568,9.446941317431993
44,4400,7012.5,1.8767268862911797,1.8763922990243838,0.000334587266795916,15000.604377991043,10.395622008956707
45,4500,7011.5,1.876492280767548,1.8764015030666783,9.077770086962644e-05,15002.155697299517,8.84430270048324
46,4600,7010.0,1.8764143276864411,1.8764026823117084,1.1645374732749403e-05,15000.604377991043,7.895622008956707
47,4700,7008.5,1.8762267925235983,1.8763865257985675,-0.0001597332749692093,15000.604377991043,6.395622008956707
48,4800,7009.0,1.8762893042445459,1.8763776038734097,-8.829962886380827e-05,15000.604377991043,6.895622008956707
49,4900,7009.5,1.876461394185683,1.8763852866203996,7.610756528331208e-05,14999.053058682568,7.9469413174319925
50,5000,7007.5,1.8762113160362612,1.8763693476793997,-0.00015803164313843432,14999.053058682568,5.9469413174319925
51,5100,7007.0,1.8761487964989059,1.8763491554160234,-0.00020035891711756015,14999.053058682568,5.4469413174319925
52,5200,7007.0,1.8760392573607552,1.8763208013965975,-0.00028154403584235155,15000.604377991043,4.895622008956707
53,5300,7005.5,1.875851722197912,1.8762779082686314,-0.00042618607071931436,15000.604377991043,3.395622008956707
54,5400,7004.5,1.8757266987560168,1.8762275318544464,-0.0005008330984295206,15000.604377991043,2.395622008956707
55,5500,7001.0,1.8751796987311706,1.8761318140386563,-0.0009521153074856237,15002.155697299517,-1.6556972995167598
56,5600,7001.5,1.875242202637665,1.8760505851941038,-0.0008083825564388913,15002.155697299517,-1.1556972995167598
57,5700,7000.0,1.8750546909181824,1.8759596881288971,-0.0009049972107146864,15002.155697299517,-2.65569729951676
58,5800,6998.0,1.8748046752922058,1.8758543062490916,-0.0010496309568857054,15002.155697299517,-4.65569729951676
59,5900,6996.0,1.8746639994999061,1.875745739983661,-0.0010817404837548672,15000.604377991043,-6.104377991043293
60,6000,6996.0,1.8747733666770865,1.875657077691307,-0.0008837110142205784,14999.053058682568,-5.5530586825680075
61,6100,6997.5,1.8748515346627492,1.8755836471964862,-0.0007321125337369505,15000.604377991043,-4.604377991043293
62,6200,6997.5,1.8747421713857115,1.8755069601686647,-0.000764788782953163,15002.155697299517,-5.15569729951676
63,6300,7000.5,1.8751171948246765,1.875471447293064,-0.0003542524683874948,15002.155697299517,-2.15569729951676
64,6400,7004.0,1.875335874523527,1.8754590973108425,-0.00012322278731558,15005.258335916466,0.24166408353448787
65,6500,7004.5,1.8752889721961887,1.8754436026660395,-0.00015463046985075835,15006.80965522494,0.19034477505920222
66,6600,7006.0,1.8754764136207436,1.8754465905156756,2.9823105067938727e-05,15006.80965522494,1.6903447750592022
67,6700,7008.0,1.8758357807911017,1.875482025741402,0.00035375504969969995,15005.258335916466,4.241664083534488
68,6800,7011.0,1.8759917536077966,1.8755284292715597,0.00046332433623685887,15008.360974533414,6.139025466585736
69,6900,7010.0,1.8758668082713812,1.8755592299995718,0.00030757827180938335,15008.360974533414,5.139025466585736
70,7000,7009.0,1.8758512964698533,1.8755858120959652,0.00026548437388806967,15006.80965522494,4.690344775059202
71,7100,7010.5,1.876038737894408,1.875627030302156,0.00041170759225184206,15006.80965522494,6.190344775059202
72,7200,7011.0,1.8761012183692596,1.8756701793575112,0.00043103901174834647,15006.80965522494,6.690344775059202
73,7300,7013.5,1.8764136207435176,1.8757378234401105,0.0006757973034070552,15006.80965522494,9.190344775059202
74,7400,7012.5,1.8763981753421233,1.8757979026671847,0.0006002726749385623,15005.258335916466,8.741664083534488
75,7500,7013.0,1.8763511402686661,1.875848232968321,0.000502907300345079,15006.80965522494,8.690344775059202
76,7600,7014.0,1.8763665896170425,1.8758953869395119,0.0004712026775306466,15008.360974533414,9.139025466585736
77,7700,7015.0,1.8766010621680724,1.8759595771504882,0.0006414850175842091,15006.80965522494,10.690344775059202
78,7800,7012.5,1.8762886597938144,1.8759895098284078,0.00029914996540658656,15006.80965522494,8.190344775059202
79,7900,7010.0,1.8759762574195564,1.8759883044755303,-1.2047055973907206e-05,15006.80965522494,5.690344775059202
80,8000,7011.5,1.8760542262760043,1.8759943000273402,5.992624866402174e-05,15008.360974533414,6.639025466585736
81,8100,7009.5,1.8759137769447047,1.875986976792473,-7.319984776832378e-05,15006.80965522494,5.190344775059202
82,8200,7009.0,1.8758512964698533,1.8759746376919388,-0.0001233412220855712,15006.80965522494,4.690344775059202
83,8300,7009.0,1.875741862934966,1.8759534692920576,-0.00021160635709160935,15008.360974533414,4.139025466585736
84,8400,7010.5,1.8758198513336248,1.8759413185217249,-0.00012146718810002177,15009.91229384189,5.08770615811045
85,8500,7009.5,1.8756949216065963,1.875918912627816,-0.00022399102121961612,15009.91229384189,4.08770615811045
86,8600,7009.5,1.8756949216065963,1.8758985447052035,-0.0002036230986071086,15009.91229384189,4.08770615811045
87,8700,7009.0,1.875632456743082,1.875874349380166,-0.00024189263708396247,15009.91229384189,3.58770615811045
88,8800,7011.0,1.8758823161971392,1.8758750737862342,7.242410904995111e-06,15009.91229384189,5.58770615811045
89,8900,7012.0,1.8760072459241677,1.8758870916971098,0.00012015422705791146,15009.91229384189,6.58770615811045
90,9000,7011.0,1.876210710491783,1.8759165166223208,0.00029419386946205606,15005.258335916466,7.241664083534488
91,9100,7011.0,1.8761012183692596,1.875933310302499,0.00016790806676048042,15006.80965522494,6.690344775059202
92,9200,7014.0,1.8764761012183693,1.8759826619100277,0.0004934393083415589,15006.80965522494,9.690344775059202
93,9300,7016.5,1.8766789529580807,1.8760459692346616,0.0006329837234191338,15008.360974533414,11.639025466585736
94,9400,7016.0,1.8767260231177756,1.8761077995409174,0.0006182235768581457,15006.80965522494,11.690344775059202
95,9500,7016.0,1.8765069648322819,1.8761440911504241,0.00036287368185772273,15009.91229384189,10.58770615811045
96,9600,7016.5,1.8764599337955157,1.8761728068916688,0.00028712690384691264,15011.463613150363,10.536386849636983
97,9700,7015.5,1.8764444999687675,1.8761975084312208,0.00024699153754670355,15009.91229384189,10.08770615811045
98,9800,7016.5,1.8765694296957962,1.8762313221543618,0.0003381075414343737,15009.91229384189,11.08770615811045
99,9900,7017.5,1.8766943594228247,1.8762734195063193,0.00042093991650538065,15009.91229384189,12.08770615811045
100,10000,7019.0,1.8769913162991192,1.8763386871567502,0.0006526291423689656,15008.360974533414,14.139025466585736
101,10100,7020.0,1.877006683740396,1.8763994177610155,0.0006072659793805446,15009.91229384189,14.58770615811045
102,10200,7023.0,1.8772718755855349,1.8764787364331288,0.000793139152406086,15011.463613150363,17.036386849636983
103,10300,7024.5,1.8775688675120246,1.8765778441705956,0.000991023341428976,15009.91229384189,19.08770615811045
104,10400,7023.5,1.8774439377849959,1.876656583501528,0.0007873542834677671,15009.91229384189,18.08770615811045
105,10500,7024.5,1.877459246767847,1.8767295558784298,0.0007296908894172116,15011.463613150363,18.536386849636983
106,10600,7026.5,1.8778187269660815,1.8768285751191003,0.0009901518469812576,15009.91229384189,21.08770615811045
107,10700,7026.5,1.87770907501093,1.8769086232736374,0.0008004517372925957,15011.463613150363,20.536386849636983
108,10800,7025.5,1.8775841608893886,1.8769700376741851,0.0006141232152034881,15011.463613150363,19.536386849636983
109,10900,7026.0,1.877537001186536,1.8770215812537179,0.0005154199328181175,15013.014932458838,19.485067541161698
110,11000,7027.0,1.877881191829596,1.8770997296573209,0.0007814621722750381,15009.91229384189,21.58770615811045
111,11100,7026.0,1.8776466179501592,1.877149447924421,0.0004971700257381251,15011.463613150363,20.036386849636983
112,11200,7024.5,1.8775688675120246,1.8771875777793177,0.00038128973270690203,15009.91229384189,19.08770615811045
113,11300,7024.5,1.8775688675120246,1.8772222411446673,0.00034662636735727226,15009.91229384189,19.08770615811045
114,11400,7027.0,1.877881191829596,1.8772821467930483,0.0005990450365476185,15009.91229384189,21.58770615811045
115,11500,7023.5,1.8773343326463057,1.8772868910364495,4.744160985614698e-05,15011.463613150363,17.536386849636983
116,11600,7022.5,1.8773190080579674,1.8772898108075968,2.919725037053844e-05,15009.91229384189,17.08770615811045
117,11700,7022.5,1.8773190080579674,1.8772924651377283,2.65429202390699e-05,15009.91229384189,17.08770615811045
118,11800,7020.5,1.877178734303742,1.8772821258483259,-0.00010339154458383071,15008.360974533414,15.639025466585736
119,11900,7020.5,1.8770691486039104,1.8772627640718076,-0.0001936154678972013,15009.91229384189,15.08770615811045
120,12000,7022.5,1.8773190080579674,1.877267877211597,5.113084637042853e-05,15009.91229384189,17.08770615811045
121,12100,7023.0,1.8774910976447805,1.8772881701591497,0.00020292748563077723,15008.360974533414,18.139025466585736
122,12200,7022.5,1.8772094185247643,1.8772810108616411,-7.159233687681343e-05,15011.463613150363,16.536386849636983
123,12300,7023.0,1.8773814729214817,1.8772901438434573,9.132907802444912e-05,15009.91229384189,17.58770615811045
124,12400,7024.5,1.8775688675120246,1.877315482528488,0.00025338498353666417,15009.91229384189,19.08770615811045
125,12500,7021.5,1.8773036796401574,1.8773144095321064,-1.0729891948946246e-05,15008.360974533414,16.639025466585736
126,12600,7022.0,1.8773661523083651,1.8773191134468938,4.7038861471282445e-05,15008.360974533414,17.139025466585736
127,12700,7024.5,1.8776785156494034,1.877351786538804,0.00032672911059927756,15008.360974533414,19.639025466585736
128,12800,7023.5,1.877553570312988,1.8773701306021902,0.00018343971079781696,15008.360974533414,18.639025466585736
129,12900,7022.5,1.8774286249765728,1.877375448294703,5.3176681869882e-05,15008.360974533414,17.639025466585736
130,13000,7022.5,1.8773190080579674,1.8773703173446925,-5.130928672514301e-05,15009.91229384189,17.08770615811045
131,13100,7023.0,1.8774910976447805,1.8773812974097106,0.00010980023506990122,15008.360974533414,18.139025466585736
132,13200,7024.5,1.8775688675120246,1.8773983492904716,0.00017051822155300655,15009.91229384189,19.08770615811045
133,13300,7024.0,1.8775064026485102,1.8774081723509222,9.823029758804225e-05,15009.91229384189,18.58770615811045
134,13400,7025.0,1.8776313323755387,1.8774284596782729,0.00020287269726582124,15009.91229384189,19.58770615811045
135,13500,7024.0,1.8775064026485102,1.8774355454194733,7.08572290368803e-05,15009.91229384189,18.58770615811045
136,13600,7026.5,1.8778187269660815,1.8774703801798673,0.00034834678621420423,15009.91229384189,21.08770615811045
137,13700,7026.0,1.877537001186536,1.8774764366467689,6.0564539767105074e-05,15013.014932458838,19.485067541161698
138,13800,7025.0,1.8774121026665833,1.8774705880928007,-5.848542621733621e-05,15013.014932458838,18.485067541161698
139,13900,7022.0,1.8771469614639935,1.8774411674430105,-0.00029420597901697043,15011.463613150363,16.036386849636983
140,14000,7022.5,1.8772094185247643,1.877420099328825,-0.00021068080406072554,15011.463613150363,16.536386849636983
141,14100,7021.0,1.8771316134674245,1.8773938733066737,-0.0002622598392492126,15009.91229384189,15.58770615811045
142,14200,7019.5,1.8769442188768817,1.8773529955819968,-0.000408776705115077,15009.91229384189,14.08770615811045
143,14300,7018.5,1.8768192891498532,1.8773044767623055,-0.0004851876124523091,15009.91229384189,13.08770615811045
144,14400,7018.5,1.8768192891498532,1.8772603687536256,-0.0004410796037723763,15009.91229384189,13.08770615811045
145,14500,7020.5,1.8769595902816814,1.8772330252314293,-0.0002734349497479638,15011.463613150363,14.536386849636983
146,14600,7021.0,1.8770220473424521,1.8772138454075602,-0.00019179806510805086,15011.463613150363,15.036386849636983
147,14700,7021.5,1.8771940783309389,1.8772120483992505,-1.7970068311612408e-05,15009.91229384189,16.08770615811045
148,14800,7021.5,1.8771940783309389,1.8772104147555657,-1.6336424626839374e-05,15009.91229384189,16.08770615811045
149,14900,7023.5,1.877553570312988,1.877241610734615,0.0003119595783729334,15008.360974533414,18.639025466585736
150,15000,7023.0,1.8774910976447805,1.8772642913755577,0.00022680626922277902,15008.360974533414,18.139025466585736
151,15100,7023.5,1.877553570312988,1.8772905894742136,0.00026298083877440703,15008.360974533414,18.639025466585736
152,15200,7023.0,1.8774910976447805,1.8773088174981853,0.00018228014659515956,15008.360974533414,18.139025466585736
153,15300,7026.0,1.8778659336540264,1.8773594644428269,0.0005064692111995672,15008.360974533414,21.139025466585736
154,15400,7026.5,1.8780381130896595,1.8774211597980373,0.0006169532916222575,15006.80965522494,22.190344775059202
155,15500,7030.0,1.8784754764136207,1.8775170067965343,0.0009584696170863438,15006.80965522494,25.690344775059202
156,15600,7032.0,1.8786156056725183,1.8776168794533044,0.0009987262192139301,15008.360974533414,27.139025466585736
157,15700,7030.5,1.87864775354621,1.8777105953069575,0.0009371582392525557,15005.258335916466,26.741664083534488
158,15800,7032.5,1.878787878787879,1.877808530194534,0.0009793485933449197,15006.80965522494,28.190344775059202
159,15900,7034.0,1.8789753202124335,1.8779146020396227,0.0010607181728108372,15006.80965522494,29.690344775059202
160,16000,7035.0,1.8792101480972319,1.8780323789794682,0.0011777691177636829,15005.258335916466,31.241664083534488
161,16100,7036.5,1.8793976129475722,1.8781564911828321,0.0012411217647401163,15005.258335916466,32.74166408353449
162,16200,7032.5,1.8790075620273732,1.8782338612734621,0.000773700753911033,15003.707016607992,29.292983392007955
163,16300,7031.5,1.878882569839385,1.8782928347890546,0.0005897350503303311,15003.707016607992,28.292983392007955
164,16400,7032.5,1.8790075620273732,1.878357810002153,0.0006497520252202182,15003.707016607992,29.292983392007955
165,16500,7032.5,1.8788977066799974,1.8784068915249235,0.000490815155073987,15005.258335916466,28.741664083534488
166,16600,7035.0,1.879100281162137,1.8784699269541978,0.00063035420793911,15006.80965522494,30.690344775059202
167,16700,7034.5,1.8790378006872852,1.8785215518447635,0.0005162488425216605,15006.80965522494,30.190344775059202
168,16800,7033.5,1.8791325542153616,1.878577097520432,0.0005554566949297346,15003.707016607992,30.292983392007955
169,16900,7037.0,1.87967997999875,1.878677359573128,0.0010026204256219362,15002.155697299517,34.34430270048324
170,17000,7037.0,1.8795700268733204,1.8787585111526517,0.0008115157206687318,15003.707016607992,33.792983392007955
171,17100,7035.0,1.879320042497344,1.8788095594605911,0.000510483036752829,15003.707016607992,31.792983392007955
172,17200,7035.0,1.879320042497344,1.8788559670125904,0.00046407548475357885,15003.707016607992,31.792983392007955
173,17300,7034.0,1.879304956559785,1.878896784246715,0.0004081723130699988,15002.155697299517,31.34430270048324
174,17400,7033.0,1.8791799487467966,1.8789225264754637,0.00025742227133296325,15002.155697299517,30.34430270048324
175,17500,7032.5,1.8792273551290868,1.878950238172685,0.00027711695640175726,15000.604377991043,30.395622008956707
176,17600,7033.0,1.8792898668500344,1.878981113508445,0.00030875334158930734,15000.604377991043,30.895622008956707
177,17700,7028.5,1.878837136605189,1.8789680246984972,-0.00013088809330819018,14999.053058682568,26.946941317431993
178,17800,7029.0,1.8788996561425446,1.8789618093749865,-6.215323244185278e-05,14999.053058682568,27.446941317431993
179,17900,7030.5,1.8790872147546107,1.878973209864447,0.0001140048901637769,14999.053058682568,28.946941317431993
180,18000,7027.5,1.8788219846182705,1.8789594621143517,-0.0001374774960811731,14997.501739374095,26.49826062590546
181,18100,7030.0,1.8790246952172553,1.8789653923966074,5.9302820647921806e-05,14999.053058682568,28.446941317431993
182,18200,7031.0,1.879369645425552,1.879002142672944,0.0003675027526079955,14995.95042006562,30.549579934380745
183,18300,7030.0,1.8791346213968612,1.8790141861935916,0.00012043520326954216,14997.501739374095,28.99826062590546
184,18400,7029.0,1.8791195047214058,1.8790237606054216,9.574411598411992e-05,14995.95042006562,28.549579934380745
185,18500,7028.0,1.8791043842641817,1.8790310900290919,7.329423508983801e-05,14994.399100757146,28.10089924285421
186,18600,7027.0,1.8788693640172598,1.8790163876641126,-0.00014702364685281744,14995.95042006562,26.549579934380745
187,18700,7028.5,1.8790569695453692,1.8790200769261063,3.6892619262873794e-05,14995.95042006562,28.049579934380745
188,18800,7028.0,1.8791043842641817,1.8790277412296827,7.66430344989466e-05,14994.399100757146,28.10089924285421
189,18900,7030.0,1.879354556257427,1.879057451687156,0.00029710457027087855,14994.399100757146,30.10089924285421
190,19000,7032.0,1.879824835783547,1.8791272138786033,0.0006976219049437127,14991.296462140197,33.203537859802964
191,19100,7033.0,1.8799499530810135,1.879202008352394,0.0007479447286196095,14991.296462140197,34.203537859802964
192,19200,7031.0,1.8796997184860806,1.8792472547286478,0.0004524637574327972,14991.296462140197,32.203537859802964
193,19300,7029.0,1.879449483891148,1.8792656391981375,0.0001838446930104709,14991.296462140197,30.203537859802964
194,19400,7027.5,1.8792618079449483,1.8792652909023901,-3.482957441791612e-06,14991.296462140197,28.703537859802964
195,19500,7029.5,1.8796220984796346,1.8792977279551166,0.00032437052451794735,14989.745142831722,31.25485716827825
196,19600,7029.0,1.879669607659095,1.8793315352011697,0.00033807245792538687,14988.193823523248,31.306176476751716
197,19700,7028.0,1.879544459045116,1.8793508919143793,0.00019356713073670484,14988.193823523248,30.306176476751716
198,19800,7030.0,1.8796846649565162,1.8793812349183858,0.00030343003813038116,14989.745142831722,31.75485716827825
199,19900,7033.0,1.8800600638178064,1.8794429466368399,0.0006171171809665754,14989.745142831722,34.75485716827825
200,20000,7033.0,1.8800600638178064,1.8794990481990144,0.0005610156187920712,14989.745142831722,34.75485716827825
201,20100,7034.5,1.880137629027213,1.8795571010018304,0.000580528025382554,14991.296462140197,35.703537859802964
202,20200,7035.0,1.8802001876759462,1.8796155634269813,0.0005846242489648823,14991.296462140197,36.203537859802964
203,20300,7034.5,1.8800275223619192,1.879653014239383,0.0003745081225361435,14992.84778144867,35.1522185513295
204,20400,7034.0,1.8798549002439178,1.8796713675125822,0.00018353273133553394,14994.399100757146,34.10089924285421
205,20500,7033.0,1.879839869894289,1.8796866859109649,0.00015318398332420102,14992.84778144867,33.6522185513295
206,20600,7033.5,1.8797923572456063,1.8796962923959581,9.606484964819195e-05,14994.399100757146,33.60089924285421
207,20700,7032.0,1.879494715777625,1.879677967248792,-0.0001832514711670452,14995.95042006562,31.549579934380745
208,20800,7034.0,1.8798549002439178,1.8796940520665666,0.0001608481773511805,14994.399100757146,34.10089924285421
209,20900,7033.0,1.879619786129698,1.8796873006177468,-6.751448804886984e-05,14995.95042006562,32.549579934380745
210,21000,7033.0,1.879729814247295,1.8796911654931676,3.864875412729063e-05,14994.399100757146,33.10089924285421
211,21100,7034.0,1.879744856481771,1.8796960464921397,4.880998963119332e-05,14995.95042006562,33.549579934380745
212,21200,7036.0,1.880105072237163,1.8797332306508352,0.000371841586327859,14994.399100757146,36.10089924285421
213,21300,7031.5,1.8796522174266592,1.8797258658122635,-7.364838560430798e-05,14992.84778144867,32.1522185513295
214,21400,7034.0,1.8799649715393758,1.879747602696574,0.00021736884280176838,14992.84778144867,34.6522185513295
215,21500,7033.0,1.8799499530810135,1.8797659981860895,0.00018395489492406547,14991.296462140197,34.203537859802964
216,21600,7034.0,1.8799649715393758,1.8797840866727709,0.00018088486660494674,14992.84778144867,34.6522185513295
217,21700,7033.5,1.8799024207168324,1.8797948443131502,0.0001075764036821969,14992.84778144867,34.1522185513295
218,21800,7031.0,1.8796997184860806,1.879786196510682,-8.647802460126641e-05,14991.296462140197,32.203537859802964
219,21900,7029.0,1.879559532002753,1.8797655906463087,-0.00020605864355571768,14989.745142831722,30.75485716827825
220,22000,7027.5,1.8792618079449483,1.8797197922188797,-0.00045798427393139995,14991.296462140197,28.703537859802964
221,22100,7030.0,1.8796846649565162,1.8797165988313902,-3.1933874873990575e-05,14989.745142831722,31.75485716827825
222,22200,7032.5,1.8798873944322803,1.8797321257042077,0.0001552687280725884,14991.296462140197,33.703537859802964
223,22300,7032.0,1.879934930864043,1.8797505625369295,0.00018436832711343776,14989.745142831722,33.75485716827825
224,22400,7033.0,1.8800600638178064,1.879778699017023,0.0002813648007833347,14989.745142831722,34.75485716827825
225,22500,7029.5,1.8795120425398812,1.8797544575190905,-0.00024241497920929334,14991.296462140197,30.703537859802964
226,22600,7031.0,1.8796997184860806,1.8797494812433604,-4.976275727974766e-05,14991.296462140197,32.203537859802964
227,22700,7033.5,1.8797373358348968,1.8797483771153176,-1.1041280420842625e-05,14995.174760411383,33.32523958861748
228,22800,7034.5,1.8800275223619192,1.8797737539559265,0.0002537684059926715,14992.84778144867,35.1522185513295
229,22900,7035.0,1.8799799862405404,1.8797925023454427,0.00018748389509770647,14994.399100757146,35.10089924285421
230,23000,7033.5,1.8799024207168324,1.8798024949246626,9.992579216988595e-05,14992.84778144867,34.1522185513295
231,23100,7033.0,1.8799499530810135,1.8798159002116068,0.0001340528694067089,14991.296462140197,34.203537859802964
232,23200,7033.0,1.8800600638178064,1.8798380969030843,0.00022196691472209373,14989.745142831722,34.75485716827825
233,23300,7031.0,1.8798097979102797,1.8798355242673743,-2.5726357094635333e-05,14989.745142831722,32.75485716827825
234,23400,7029.0,1.879559532002753,1.8798104340614947,-0.0002509020587417865,14989.745142831722,30.75485716827825
235,23500,7029.5,1.8797321819660848,1.879803320234638,-7.113826855320582e-05,14988.193823523248,31.806176476751716
236,23600,7030.0,1.8797947562730744,1.8798025416926776,-7.785419603223431e-06,14988.193823523248,32.306176476751716
237,23700,7028.0,1.879544459045116,1.879779079633805,-0.00023462058868894964,14988.193823523248,30.306176476751716
238,23800,7029.5,1.8797321819660848,1.879774816209466,-4.263424338124544e-05,14988.193823523248,31.806176476751716
239,23900,7029.0,1.879669607659095,1.879765251795795,-9.564413669993499e-05,14988.193823523248,31.306176476751716
240,24000,7030.5,1.8798573305800639,1.8797736225943658,8.370798569812266e-05,14988.193823523248,32.806176476751716
241,24100,7031.0,1.8799199048870534,1.8797869209846114,0.00013298390244198544,14988.193823523248,33.306176476751716
242,24200,7031.0,1.8800300394267475,1.8798090226611708,0.00022101676557673144,14986.642504214773,33.857495785227
243,24300,7031.5,1.879982479194043,1.8798247914368877,0.00015768775715518935,14988.193823523248,33.806176476751716
244,24400,7035.5,1.8801526240070057,1.8798545943978098,0.0002980296091958934,14992.84778144867,36.1522185513295
245,24500,7036.5,1.8802777256520924,1.8798930608754745,0.00038466477661791565,14992.84778144867,37.1522185513295
246,24600,7034.5,1.880137629027213,1.8799152943438158,0.0002223346833971629,14991.296462140197,35.703537859802964
247,24700,7034.0,1.8800750703784799,1.879929819437877,0.00014525094060280352,14991.296462140197,35.203537859802964
248,24800,7035.0,1.8802001876759462,1.879954398368612,0.0002457893073342099,14991.296462140197,36.203537859802964
249,24900,7031.0,1.8796997184860806,1.8799312456520172,-0.00023152716593655143,14991.296462140197,32.203537859802964
250,25000,7035.0,1.8799799862405404,1.8799356766146103,4.430962593016119e-05,14994.399100757146,35.10089924285421
251,25100,7032.0,1.8797147682492026,1.879915594035936,-0.00020082578673341622,14992.84778144867,32.6522185513295
252,25200,7028.5,1.879166927262493,1.879847533420166,-0.0006806061576731803,14994.399100757146,28.60089924285421
253,25300,7028.5,1.8792769124913993,1.8797956587902767,-0.0005187462988773817,14992.84778144867,29.152218551329497
254,25400,7029.5,1.879402014136486,1.8797598729126581,-0.00035785877617211526,14992.84778144867,30.152218551329497
255,25500,7030.5,1.8794170992557384,1.8797287116711194,-0.000311612415381024,14994.399100757146,30.60089924285421
